,starttime,Lat,Lon,Base
548279,4/30/14 16:46,40.7444,-73.9834,B02682
548280,4/30/14 16:47,40.7549,-74,B02682
548281,4/30/14 16:47,40.7539,-73.9819,B02682
548282,4/30/14 16:47,40.7012,-73.9676,B02682
548283,4/30/14 16:47,40.7152,-73.9899,B02682
548284,4/30/14 16:47,40.7561,-73.9906,B02682
548285,4/30/14 16:47,40.7466,-73.9955,B02682
548286,4/30/14 16:47,40.7394,-73.9897,B02682
548287,4/30/14 16:47,40.7554,-73.9762,B02682
548288,4/30/14 16:47,40.7507,-74.0057,B02682
548289,4/30/14 16:47,40.7413,-73.9789,B02682
548290,4/30/14 16:47,40.769,-73.9611,B02682
548291,4/30/14 16:47,40.7555,-73.9748,B02682
548292,4/30/14 16:47,40.7749,-73.9627,B02682
548293,4/30/14 16:47,40.7478,-74.0045,B02682
548294,4/30/14 16:47,40.7605,-73.98,B02682
548295,4/30/14 16:47,40.7554,-73.9706,B02682
548296,4/30/14 16:48,40.715,-74.016,B02682
548297,4/30/14 16:48,40.7617,-73.9865,B02682
548298,4/30/14 16:48,40.7539,-73.9769,B02682
548299,4/30/14 16:48,40.7505,-73.9836,B02682
548300,4/30/14 16:48,40.7218,-74.0041,B02682
548301,4/30/14 16:48,40.7461,-73.9941,B02682
548302,4/30/14 16:48,40.7532,-73.9872,B02682
548303,4/30/14 16:48,40.7532,-73.9872,B02682
548304,4/30/14 16:48,40.7795,-73.9596,B02682
548305,4/30/14 16:48,40.766,-73.9949,B02682
548306,4/30/14 16:48,40.7335,-74.0077,B02682
548307,4/30/14 16:48,40.7566,-73.9699,B02682
548308,4/30/14 16:48,40.7698,-73.8642,B02682
548309,4/30/14 16:49,40.7511,-74.0063,B02682
548310,4/30/14 16:49,40.7405,-73.9861,B02682
548311,4/30/14 16:49,40.757,-73.9715,B02682
548312,4/30/14 16:49,40.7457,-73.9821,B02682
548313,4/30/14 16:49,40.7138,-74.0121,B02682
548314,4/30/14 16:49,40.7616,-73.9609,B02682
548315,4/30/14 16:49,40.7542,-73.9741,B02682
548316,4/30/14 16:49,40.7693,-73.9672,B02682
548317,4/30/14 16:49,40.738,-73.9889,B02682
548318,4/30/14 16:49,40.7493,-73.9806,B02682
548319,4/30/14 16:49,40.699,-73.8073,B02682
548320,4/30/14 16:49,40.7547,-73.9916,B02682
548321,4/30/14 16:49,40.7539,-73.9936,B02682
548322,4/30/14 16:49,40.7716,-73.8857,B02682
548323,4/30/14 16:49,40.775,-73.9569,B02682
548324,4/30/14 16:49,40.7514,-74.0071,B02682
548325,4/30/14 16:50,40.7219,-74.0027,B02682
548326,4/30/14 16:50,40.7388,-73.9898,B02682
548327,4/30/14 16:50,40.7464,-73.9818,B02682
548328,4/30/14 16:50,40.7622,-73.9858,B02682
548329,4/30/14 16:50,40.7521,-73.9874,B02682
548330,4/30/14 16:50,40.7361,-73.9852,B02682
548331,4/30/14 16:50,40.7602,-73.9951,B02682
548332,4/30/14 16:50,40.7747,-73.9911,B02682
548333,4/30/14 16:50,40.7742,-73.9633,B02682
548334,4/30/14 16:50,40.7742,-73.9633,B02682
548335,4/30/14 16:50,40.774,-73.8718,B02682
548336,4/30/14 16:50,40.743,-74.0076,B02682
548337,4/30/14 16:50,40.7791,-73.9827,B02682
548338,4/30/14 16:50,40.7593,-73.9752,B02682
548339,4/30/14 16:50,40.7558,-73.9833,B02682
548340,4/30/14 16:51,40.7435,-73.9891,B02682
548341,4/30/14 16:51,40.7195,-74.0102,B02682
548342,4/30/14 16:51,40.7678,-73.9601,B02682
548343,4/30/14 16:51,40.7507,-73.9745,B02682
548344,4/30/14 16:51,40.7533,-73.9748,B02682
548345,4/30/14 16:51,40.7814,-73.958,B02682
548346,4/30/14 16:51,40.7419,-74.004,B02682
548347,4/30/14 16:51,40.7378,-73.9806,B02682
548348,4/30/14 16:51,40.751,-73.981,B02682
548349,4/30/14 16:51,40.7675,-73.9666,B02682
548350,4/30/14 16:51,40.7593,-73.978,B02682
548351,4/30/14 16:51,40.7175,-74.0059,B02682
548352,4/30/14 16:51,40.7365,-73.9988,B02682
548353,4/30/14 16:52,40.7664,-73.983,B02682
548354,4/30/14 16:52,40.7684,-73.8872,B02682
548355,4/30/14 16:52,40.7376,-73.9882,B02682
548356,4/30/14 16:52,40.7791,-73.9539,B02682
548357,4/30/14 16:52,40.7513,-74.0068,B02682
548358,4/30/14 16:52,40.749,-73.9938,B02682
548359,4/30/14 16:52,40.7507,-74.0056,B02682
548360,4/30/14 16:52,40.732,-74.003,B02682
548361,4/30/14 16:52,40.7057,-74.0067,B02682
548362,4/30/14 16:52,40.7404,-73.9861,B02682
548363,4/30/14 16:52,40.7638,-73.9789,B02682
548364,4/30/14 16:52,40.776,-73.9593,B02682
548365,4/30/14 16:52,40.7492,-74.0058,B02682
548366,4/30/14 16:52,40.7357,-74.0051,B02682
548367,4/30/14 16:52,40.7748,-73.9653,B02682
548368,4/30/14 16:52,40.7647,-73.9776,B02682
548369,4/30/14 16:52,40.7505,-73.9831,B02682
548370,4/30/14 16:52,40.7437,-73.9849,B02682
548371,4/30/14 16:52,40.7419,-73.9893,B02682
548372,4/30/14 16:52,40.7195,-73.9996,B02682
548373,4/30/14 16:52,40.8398,-73.9398,B02682
548374,4/30/14 16:52,40.7648,-73.9741,B02682
548375,4/30/14 16:52,40.7432,-73.9856,B02682
548376,4/30/14 16:52,40.7653,-73.9638,B02682
548377,4/30/14 16:53,40.7471,-73.9872,B02682
548378,4/30/14 16:53,40.7497,-74.0049,B02682
548379,4/30/14 16:53,40.7207,-74.0019,B02682
548380,4/30/14 16:53,40.7582,-73.9728,B02682
548381,4/30/14 16:53,40.7825,-73.9587,B02682
548382,4/30/14 16:53,40.7419,-73.9853,B02682
548383,4/30/14 16:53,40.7194,-73.9997,B02682
548384,4/30/14 16:53,40.7392,-73.9913,B02682
548385,4/30/14 16:53,40.7536,-73.9871,B02682
548386,4/30/14 16:53,40.7524,-73.9743,B02682
548387,4/30/14 16:53,40.7662,-73.9519,B02682
548388,4/30/14 16:53,40.7557,-73.992,B02682
548389,4/30/14 16:53,40.7636,-73.9751,B02682
548390,4/30/14 16:53,40.7702,-73.9551,B02682
548391,4/30/14 16:53,40.7501,-74.0059,B02682
548392,4/30/14 16:53,40.6732,-73.9566,B02682
548393,4/30/14 16:53,40.7503,-73.9812,B02682
548394,4/30/14 16:53,40.7354,-73.9941,B02682
548395,4/30/14 16:53,40.715,-74.016,B02682
548396,4/30/14 16:53,40.7704,-73.8652,B02682
548397,4/30/14 16:53,40.7683,-73.9602,B02682
548398,4/30/14 16:53,40.7764,-73.9624,B02682
548399,4/30/14 16:53,40.7698,-73.9626,B02682
548400,4/30/14 16:53,40.7419,-74.0047,B02682
548401,4/30/14 16:53,40.7512,-73.9794,B02682
548402,4/30/14 16:54,40.7279,-74.0054,B02682
548403,4/30/14 16:54,40.7756,-73.9766,B02682
548404,4/30/14 16:54,40.7372,-73.9986,B02682
548405,4/30/14 16:54,40.7281,-74.0073,B02682
548406,4/30/14 16:54,40.731,-73.9915,B02682
548407,4/30/14 16:54,40.7645,-73.9707,B02682
548408,4/30/14 16:54,40.774,-73.8724,B02682
548409,4/30/14 16:54,40.7253,-73.998,B02682
548410,4/30/14 16:54,40.7647,-73.9806,B02682
548411,4/30/14 16:54,40.7625,-73.9822,B02682
548412,4/30/14 16:54,40.7625,-73.9822,B02682
548413,4/30/14 16:55,40.76,-73.971,B02682
548414,4/30/14 16:55,40.7452,-73.9886,B02682
548415,4/30/14 16:55,40.716,-74.015,B02682
548416,4/30/14 16:55,40.7036,-74.011,B02682
548417,4/30/14 16:55,40.6972,-73.8548,B02682
548418,4/30/14 16:55,40.7226,-74.0079,B02682
548419,4/30/14 16:55,40.7235,-73.9947,B02682
548420,4/30/14 16:55,40.802,-73.9691,B02682
548421,4/30/14 16:55,40.7424,-73.9847,B02682
548422,4/30/14 16:55,40.7556,-73.9625,B02682
548423,4/30/14 16:55,40.742,-74.0041,B02682
548424,4/30/14 16:55,40.753,-73.9892,B02682
548425,4/30/14 16:55,40.7711,-73.9834,B02682
548426,4/30/14 16:55,40.7819,-73.9573,B02682
